run	spots	experiment	sample	organism	project	title	is_single_cell
SRR4435518	16414710	SRX2254754	SRS1754353	Mus musculus	PRJNA349462	GSM2356808: invitro 10U rep1, ATAC-seq; Mus musculus; OTHER	FALSE
SRR4435519	15862410	SRX2254755	SRS1754354	Mus musculus	PRJNA349462	GSM2356809: invitro 10U rep2, ATAC-seq; Mus musculus; OTHER	FALSE
SRR4435520	37050182	SRX2254756	SRS1754355	Mus musculus	PRJNA349462	GSM2356810: SLEC rep1, ATAC-seq; Mus musculus; OTHER	FALSE
SRR4435521	36515575	SRX2254757	SRS1754356	Mus musculus	PRJNA349462	GSM2356811: SLEC rep2, ATAC-seq; Mus musculus; OTHER	FALSE
SRR4435522	36414681	SRX2254758	SRS1754357	Mus musculus	PRJNA349462	GSM2356812: SLEC rep3, ATAC-seq; Mus musculus; OTHER	FALSE
SRR4435523	37815927	SRX2254759	SRS1754358	Mus musculus	PRJNA349462	GSM2356813: MPEC rep1, ATAC-seq; Mus musculus; OTHER	FALSE
SRR4435524	48229904	SRX2254760	SRS1754359	Mus musculus	PRJNA349462	GSM2356814: MPEC rep2, ATAC-seq; Mus musculus; OTHER	FALSE
SRR4435525	51390751	SRX2254761	SRS1754360	Mus musculus	PRJNA349462	GSM2356815: MPEC rep3, ATAC-seq; Mus musculus; OTHER	FALSE
SRR5004335	25273798	SRX2336195	SRS1789719	Mus musculus	PRJNA352791	GSM2385967: GF.1 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004336	23855248	SRX2336196	SRS1789720	Mus musculus	PRJNA352791	GSM2385968: GF.1 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004337	27170029	SRX2336197	SRS1789721	Mus musculus	PRJNA352791	GSM2385969: GF.1 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004338	31070764	SRX2336198	SRS1789722	Mus musculus	PRJNA352791	GSM2385970: GF.1 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004339	31784332	SRX2336199	SRS1789723	Mus musculus	PRJNA352791	GSM2385971: GF.2 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004340	34224383	SRX2336200	SRS1789724	Mus musculus	PRJNA352791	GSM2385972: GF.2 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004341	35488058	SRX2336201	SRS1789725	Mus musculus	PRJNA352791	GSM2385973: GF.2 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004342	43374807	SRX2336202	SRS1789726	Mus musculus	PRJNA352791	GSM2385974: GF.2 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004343	42873453	SRX2336203	SRS1789727	Mus musculus	PRJNA352791	GSM2385975: GF.3 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004344	20645383	SRX2336204	SRS1789728	Mus musculus	PRJNA352791	GSM2385976: GF.3 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004345	17279613	SRX2336205	SRS1789729	Mus musculus	PRJNA352791	GSM2385977: GF.3 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004346	29752409	SRX2336206	SRS1789730	Mus musculus	PRJNA352791	GSM2385978: GF.3 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004347	20686687	SRX2336207	SRS1789731	Mus musculus	PRJNA352791	GSM2385979: GF.4 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004348	41547307	SRX2336208	SRS1789732	Mus musculus	PRJNA352791	GSM2385980: GF.4 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004349	32644143	SRX2336209	SRS1789733	Mus musculus	PRJNA352791	GSM2385981: GF.4 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004350	25738964	SRX2336210	SRS1789734	Mus musculus	PRJNA352791	GSM2385982: GF.4 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004351	34892348	SRX2336211	SRS1789735	Mus musculus	PRJNA352791	GSM2385983: GF.5 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004352	28153217	SRX2336212	SRS1789736	Mus musculus	PRJNA352791	GSM2385984: GF.5 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004353	32126191	SRX2336213	SRS1789737	Mus musculus	PRJNA352791	GSM2385985: GF.5 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004354	30021314	SRX2336214	SRS1789738	Mus musculus	PRJNA352791	GSM2385986: GF.5 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004355	38227696	SRX2336215	SRS1789739	Mus musculus	PRJNA352791	GSM2385987: GF.6 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004356	16831032	SRX2336216	SRS1789740	Mus musculus	PRJNA352791	GSM2385988: GF.6 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004357	30435676	SRX2336216	SRS1789740	Mus musculus	PRJNA352791	GSM2385988: GF.6 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004358	32015871	SRX2336217	SRS1789741	Mus musculus	PRJNA352791	GSM2385989: GF.6 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004359	25680712	SRX2336218	SRS1789742	Mus musculus	PRJNA352791	GSM2385990: GF.6 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004360	32406865	SRX2336219	SRS1789743	Mus musculus	PRJNA352791	GSM2385991: GF.7 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004361	23386192	SRX2336220	SRS1789744	Mus musculus	PRJNA352791	GSM2385992: GF.7 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004362	20763939	SRX2336221	SRS1789745	Mus musculus	PRJNA352791	GSM2385993: GF.7 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004363	29249037	SRX2336222	SRS1789746	Mus musculus	PRJNA352791	GSM2385994: GF.7 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004364	54456998	SRX2336223	SRS1789747	Mus musculus	PRJNA352791	GSM2385995: GF.8 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004365	48138492	SRX2336224	SRS1789748	Mus musculus	PRJNA352791	GSM2385996: GF.8 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004366	23207308	SRX2336225	SRS1789749	Mus musculus	PRJNA352791	GSM2385997: GF.8 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004367	31460559	SRX2336226	SRS1789750	Mus musculus	PRJNA352791	GSM2385998: GF.8 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004368	45102947	SRX2336227	SRS1789751	Mus musculus	PRJNA352791	GSM2385999: CONVR.1 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004369	24176526	SRX2336228	SRS1789752	Mus musculus	PRJNA352791	GSM2386000: CONVR.1 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004370	34604516	SRX2336229	SRS1789753	Mus musculus	PRJNA352791	GSM2386001: CONVR.1 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004371	68970845	SRX2336230	SRS1789754	Mus musculus	PRJNA352791	GSM2386002: CONVR.1 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004372	24327188	SRX2336231	SRS1789756	Mus musculus	PRJNA352791	GSM2386003: CONVR.2 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004373	20699284	SRX2336232	SRS1789755	Mus musculus	PRJNA352791	GSM2386004: CONVR.2 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004374	20357760	SRX2336233	SRS1789761	Mus musculus	PRJNA352791	GSM2386005: CONVR.2 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004375	24767094	SRX2336234	SRS1789757	Mus musculus	PRJNA352791	GSM2386006: CONVR.2 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004376	40427764	SRX2336235	SRS1789759	Mus musculus	PRJNA352791	GSM2386007: CONVR.3 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004377	18058711	SRX2336236	SRS1789758	Mus musculus	PRJNA352791	GSM2386008: CONVR.3 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004378	9230041	SRX2336236	SRS1789758	Mus musculus	PRJNA352791	GSM2386008: CONVR.3 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004379	21109495	SRX2336237	SRS1789764	Mus musculus	PRJNA352791	GSM2386009: CONVR.3 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004380	9399209	SRX2336238	SRS1789760	Mus musculus	PRJNA352791	GSM2386010: CONVR.3 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004381	4328766	SRX2336239	SRS1789765	Mus musculus	PRJNA352791	GSM2386011: CONVR.4 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004382	17128476	SRX2336240	SRS1789762	Mus musculus	PRJNA352791	GSM2386012: CONVR.4 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004383	25018520	SRX2336240	SRS1789762	Mus musculus	PRJNA352791	GSM2386012: CONVR.4 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004384	21910608	SRX2336241	SRS1789763	Mus musculus	PRJNA352791	GSM2386013: CONVR.4 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004385	11677504	SRX2336241	SRS1789763	Mus musculus	PRJNA352791	GSM2386013: CONVR.4 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004386	16624620	SRX2336242	SRS1789769	Mus musculus	PRJNA352791	GSM2386014: CONVR.4 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004387	14092476	SRX2336242	SRS1789769	Mus musculus	PRJNA352791	GSM2386014: CONVR.4 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004388	22746825	SRX2336243	SRS1789766	Mus musculus	PRJNA352791	GSM2386015: CONVR.5 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004389	9242280	SRX2336244	SRS1789767	Mus musculus	PRJNA352791	GSM2386016: CONVR.5 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004390	8325446	SRX2336245	SRS1789768	Mus musculus	PRJNA352791	GSM2386017: CONVR.5 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004391	14550973	SRX2336246	SRS1789771	Mus musculus	PRJNA352791	GSM2386018: CONVR.5 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004392	31631425	SRX2336247	SRS1789770	Mus musculus	PRJNA352791	GSM2386019: CONVR.6 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004393	12022972	SRX2336248	SRS1789774	Mus musculus	PRJNA352791	GSM2386020: CONVR.6 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004394	7753310	SRX2336248	SRS1789774	Mus musculus	PRJNA352791	GSM2386020: CONVR.6 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004395	8994264	SRX2336249	SRS1789776	Mus musculus	PRJNA352791	GSM2386021: CONVR.6 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004396	7912010	SRX2336250	SRS1789772	Mus musculus	PRJNA352791	GSM2386022: CONVR.6 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004397	70292373	SRX2336251	SRS1789773	Mus musculus	PRJNA352791	GSM2386023: CONVR.7 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004398	46503973	SRX2336252	SRS1789775	Mus musculus	PRJNA352791	GSM2386024: CONVR.7 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004399	72425514	SRX2336253	SRS1789780	Mus musculus	PRJNA352791	GSM2386025: CONVR.7 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004400	8375245	SRX2336254	SRS1789781	Mus musculus	PRJNA352791	GSM2386026: CONVR.7 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004401	41667049	SRX2336254	SRS1789781	Mus musculus	PRJNA352791	GSM2386026: CONVR.7 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004402	50158050	SRX2336255	SRS1789777	Mus musculus	PRJNA352791	GSM2386027: CONVR.8 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004403	36364278	SRX2336256	SRS1789778	Mus musculus	PRJNA352791	GSM2386028: CONVR.8 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004404	28562496	SRX2336257	SRS1789779	Mus musculus	PRJNA352791	GSM2386029: CONVR.8 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004405	24589798	SRX2336258	SRS1789784	Mus musculus	PRJNA352791	GSM2386030: CONVD.1 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004406	20865414	SRX2336259	SRS1789786	Mus musculus	PRJNA352791	GSM2386031: CONVD.1 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004407	4244973	SRX2336260	SRS1789782	Mus musculus	PRJNA352791	GSM2386032: CONVD.1 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004408	19171208	SRX2336260	SRS1789782	Mus musculus	PRJNA352791	GSM2386032: CONVD.1 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004409	50401201	SRX2336261	SRS1789783	Mus musculus	PRJNA352791	GSM2386033: CONVD.1 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004410	26591946	SRX2336262	SRS1789785	Mus musculus	PRJNA352791	GSM2386034: CONVD.2 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004411	10954162	SRX2336263	SRS1789789	Mus musculus	PRJNA352791	GSM2386035: CONVD.2 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004412	45599402	SRX2336264	SRS1789787	Mus musculus	PRJNA352791	GSM2386036: CONVD.2 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004413	17472814	SRX2336265	SRS1789788	Mus musculus	PRJNA352791	GSM2386037: CONVD.3 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004414	66164391	SRX2336266	SRS1789790	Mus musculus	PRJNA352791	GSM2386038: CONVD.3 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004415	28466682	SRX2336267	SRS1789794	Mus musculus	PRJNA352791	GSM2386039: CONVD.3 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004416	23007569	SRX2336268	SRS1789791	Mus musculus	PRJNA352791	GSM2386040: CONVD.3 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004417	54372331	SRX2336269	SRS1789796	Mus musculus	PRJNA352791	GSM2386041: CONVD.4 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004418	13055328	SRX2336270	SRS1789792	Mus musculus	PRJNA352791	GSM2386042: CONVD.4 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004419	30958755	SRX2336271	SRS1789793	Mus musculus	PRJNA352791	GSM2386043: CONVD.4 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004420	83002241	SRX2336272	SRS1789797	Mus musculus	PRJNA352791	GSM2386044: CONVD.4 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004421	9418967	SRX2336273	SRS1789798	Mus musculus	PRJNA352791	GSM2386045: CONVD.5 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004422	34907347	SRX2336274	SRS1789795	Mus musculus	PRJNA352791	GSM2386046: CONVD.5 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004423	23046141	SRX2336275	SRS1789802	Mus musculus	PRJNA352791	GSM2386047: CONVD.5 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004424	20871564	SRX2336276	SRS1789803	Mus musculus	PRJNA352791	GSM2386048: CONVD.6 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004425	29728538	SRX2336277	SRS1789799	Mus musculus	PRJNA352791	GSM2386049: CONVD.6 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004426	25166383	SRX2336278	SRS1789800	Mus musculus	PRJNA352791	GSM2386050: CONVD.7 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004427	16689049	SRX2336278	SRS1789800	Mus musculus	PRJNA352791	GSM2386050: CONVD.7 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004428	21679370	SRX2336279	SRS1789801	Mus musculus	PRJNA352791	GSM2386051: CONVD.7 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004429	32912548	SRX2336280	SRS1789805	Mus musculus	PRJNA352791	GSM2386052: CONVD.7 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004430	19803886	SRX2336281	SRS1789806	Mus musculus	PRJNA352791	GSM2386053: CONVD.7 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004431	10282721	SRX2336281	SRS1789806	Mus musculus	PRJNA352791	GSM2386053: CONVD.7 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004432	23215749	SRX2336282	SRS1789804	Mus musculus	PRJNA352791	GSM2386054: CONVD.8 TCR αβ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004433	20694381	SRX2336283	SRS1789807	Mus musculus	PRJNA352791	GSM2386055: CONVD.8 TCR γδ+ IEL; Mus musculus; ATAC-seq	FALSE
SRR5004434	24601361	SRX2336284	SRS1789808	Mus musculus	PRJNA352791	GSM2386056: CONVD.8 CD4+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5004435	31523904	SRX2336285	SRS1789809	Mus musculus	PRJNA352791	GSM2386057: CONVD.8 CD8+ T cell; Mus musculus; ATAC-seq	FALSE
SRR5128066	34808963	SRX2442327	SRS1876893	Homo sapiens	PRJNA358685	GSM2439068: siRNA_Control_rep1; Homo sapiens; ATAC-seq	FALSE
SRR5128067	39139187	SRX2442328	SRS1876892	Homo sapiens	PRJNA358685	GSM2439069: siRNA_Control_rep2; Homo sapiens; ATAC-seq	FALSE
SRR5128068	43696331	SRX2442329	SRS1876894	Homo sapiens	PRJNA358685	GSM2439070: siRNA_Control_rep3; Homo sapiens; ATAC-seq	FALSE
SRR5128069	33891897	SRX2442330	SRS1876896	Homo sapiens	PRJNA358685	GSM2439071: MYB_KnockDown_rep1; Homo sapiens; ATAC-seq	FALSE
SRR5128070	38524869	SRX2442331	SRS1876895	Homo sapiens	PRJNA358685	GSM2439072: MYB_KnockDown_rep2; Homo sapiens; ATAC-seq	FALSE
SRR5128071	40394573	SRX2442332	SRS1876897	Homo sapiens	PRJNA358685	GSM2439073: MYB_KnockDown_rep3; Homo sapiens; ATAC-seq	FALSE
SRR5128072	41735334	SRX2442333	SRS1876900	Homo sapiens	PRJNA358685	GSM2439074: MYB-WT_Rescue_rep1; Homo sapiens; ATAC-seq	FALSE
SRR5128073	41231234	SRX2442334	SRS1876898	Homo sapiens	PRJNA358685	GSM2439075: MYB-WT_Rescue_rep2; Homo sapiens; ATAC-seq	FALSE
SRR5128074	36769931	SRX2442335	SRS1876899	Homo sapiens	PRJNA358685	GSM2439076: MYB-WT_Rescue_rep3; Homo sapiens; ATAC-seq	FALSE
SRR5128075	40861277	SRX2442336	SRS1876901	Homo sapiens	PRJNA358685	GSM2439077: D152V_Rescue_rep1; Homo sapiens; ATAC-seq	FALSE
SRR5128076	36591135	SRX2442337	SRS1876902	Homo sapiens	PRJNA358685	GSM2439078: D152V_Rescue_rep2; Homo sapiens; ATAC-seq	FALSE
SRR5128077	38723964	SRX2442338	SRS1876903	Homo sapiens	PRJNA358685	GSM2439079: D152V_Rescue_rep3; Homo sapiens; ATAC-seq	FALSE
SRR5217031	100266738	SRX2527241	SRS1948101	Mus musculus	PRJNA369195	GSM2471762: DE_ATAC-seq rep1; Mus musculus; OTHER	FALSE
SRR5217032	77260977	SRX2527242	SRS1948102	Mus musculus	PRJNA369195	GSM2471763: DE_ATAC-seq rep2; Mus musculus; OTHER	FALSE
SRR5217033	99692697	SRX2527243	SRS1948103	Mus musculus	PRJNA369195	GSM2471764: DE_ATAC-seq rep3; Mus musculus; OTHER	FALSE
SRR5217034	100225610	SRX2527244	SRS1948104	Mus musculus	PRJNA369195	GSM2471765: ESC_ATAC-seq rep1; Mus musculus; OTHER	FALSE
SRR5217035	103366917	SRX2527245	SRS1948105	Mus musculus	PRJNA369195	GSM2471766: ESC_ATAC-seq rep2; Mus musculus; OTHER	FALSE
SRR5217036	126440575	SRX2527246	SRS1948106	Mus musculus	PRJNA369195	GSM2471767: ESC_ATAC-seq rep3; Mus musculus; OTHER	FALSE
SRR5239010	106498131	SRX2545969	SRS1964846	Mus musculus	PRJNA371831	GSM2481021: TS ATAC cell line 1; Mus musculus; ATAC-seq	FALSE
SRR5239011	97217198	SRX2545970	SRS1964847	Mus musculus	PRJNA371831	GSM2481022: TS ATAC cell line 2; Mus musculus; ATAC-seq	FALSE
SRR5239012	95933533	SRX2545971	SRS1964848	Mus musculus	PRJNA371831	GSM2481023: d2diff ATAC cell line 1; Mus musculus; ATAC-seq	FALSE
SRR5239013	114939095	SRX2545972	SRS1964849	Mus musculus	PRJNA371831	GSM2481024: d2diff ATAC cell line 2; Mus musculus; ATAC-seq	FALSE
SRR5388298	18579943	SRX2683312	SRS2080519	Mus musculus	PRJNA380816	GSM2552253: Clone_4_ATAC_rep1; Mus musculus; ATAC-seq	FALSE
SRR5388297	25452487	SRX2683312	SRS2080519	Mus musculus	PRJNA380816	GSM2552253: Clone_4_ATAC_rep1; Mus musculus; ATAC-seq	FALSE
SRR5388299	39293383	SRX2683313	SRS2080520	Mus musculus	PRJNA380816	GSM2552254: Clone_4_ATAC_rep2; Mus musculus; ATAC-seq	FALSE
SRR5388300	46548899	SRX2683314	SRS2080521	Mus musculus	PRJNA380816	GSM2552255: Clone_8_ATAC_rep1; Mus musculus; ATAC-seq	FALSE
SRR5388301	26483023	SRX2683315	SRS2080522	Mus musculus	PRJNA380816	GSM2552256: Clone_8_ATAC_rep2; Mus musculus; ATAC-seq	FALSE
SRR5388302	19070433	SRX2683315	SRS2080522	Mus musculus	PRJNA380816	GSM2552256: Clone_8_ATAC_rep2; Mus musculus; ATAC-seq	FALSE
SRR5388304	14843085	SRX2683316	SRS2080523	Mus musculus	PRJNA380816	GSM2552257: Clone_3_ATAC_rep1; Mus musculus; ATAC-seq	FALSE
SRR5388303	20237780	SRX2683316	SRS2080523	Mus musculus	PRJNA380816	GSM2552257: Clone_3_ATAC_rep1; Mus musculus; ATAC-seq	FALSE
SRR5388305	49601315	SRX2683317	SRS2080524	Mus musculus	PRJNA380816	GSM2552258: Clone_3_ATAC_rep2; Mus musculus; ATAC-seq	FALSE
SRR5388307	16385038	SRX2683318	SRS2080525	Mus musculus	PRJNA380816	GSM2552259: Clone_B52_ATAC_rep1; Mus musculus; ATAC-seq	FALSE
SRR5388306	22011426	SRX2683318	SRS2080525	Mus musculus	PRJNA380816	GSM2552259: Clone_B52_ATAC_rep1; Mus musculus; ATAC-seq	FALSE
SRR5388308	42774240	SRX2683319	SRS2080526	Mus musculus	PRJNA380816	GSM2552260: Clone_B52_ATAC_rep2; Mus musculus; ATAC-seq	FALSE
SRR5388309	25107808	SRX2683320	SRS2080527	Mus musculus	PRJNA380816	GSM2552261: pool_ATAC_rep1; Mus musculus; ATAC-seq	FALSE
SRR5388310	18067303	SRX2683320	SRS2080527	Mus musculus	PRJNA380816	GSM2552261: pool_ATAC_rep1; Mus musculus; ATAC-seq	FALSE
SRR5388311	40149887	SRX2683321	SRS2080529	Mus musculus	PRJNA380816	GSM2552262: pool_ATAC_rep2; Mus musculus; ATAC-seq	FALSE
SRR5388312	72738384	SRX2683322	SRS2080528	Mus musculus	PRJNA380816	GSM2552263: BM_FrD_ATAC_rep1; Mus musculus; ATAC-seq	FALSE
SRR5388313	64679012	SRX2683323	SRS2080530	Mus musculus	PRJNA380816	GSM2552264: BM_FrD_ATAC_rep2; Mus musculus; ATAC-seq	FALSE
SRR5427717	366106	SRX2717742	SRS2108600	Mus musculus	PRJNA380283	ATAC-seq of Primary Frozen Mouse Spleen using the Omni-ATAC method	FALSE
SRR5427718	396535	SRX2717743	SRS2108600	Mus musculus	PRJNA380283	ATAC-seq of Primary Frozen Mouse Spleen using the Omni-ATAC method	FALSE
SRR5427719	273274	SRX2717744	SRS2108601	Mus musculus	PRJNA380283	ATAC-seq of Primary Frozen Mouse Lung using the Omni-ATAC method	FALSE
SRR5427720	227665	SRX2717745	SRS2108601	Mus musculus	PRJNA380283	ATAC-seq of Primary Frozen Mouse Lung using the Omni-ATAC method	FALSE
SRR5427721	240676	SRX2717746	SRS2108602	Mus musculus	PRJNA380283	ATAC-seq of Primary Frozen Mouse Liver using the Omni-ATAC method	FALSE
SRR5427722	272912	SRX2717747	SRS2108602	Mus musculus	PRJNA380283	ATAC-seq of Primary Frozen Mouse Liver using the Omni-ATAC method	FALSE
SRR5427723	375367	SRX2717748	SRS2108603	Mus musculus	PRJNA380283	ATAC-seq of Primary Frozen Mouse Heart using the Omni-ATAC method	FALSE
SRR5427724	312550	SRX2717749	SRS2108603	Mus musculus	PRJNA380283	ATAC-seq of Primary Frozen Mouse Heart using the Omni-ATAC method	FALSE
SRR5427725	307383	SRX2717750	SRS2108604	Mus musculus	PRJNA380283	ATAC-seq of Primary Frozen Mouse Colon using the Omni-ATAC method	FALSE
SRR5427726	290038	SRX2717751	SRS2108604	Mus musculus	PRJNA380283	ATAC-seq of Primary Frozen Mouse Colon using the Omni-ATAC method	FALSE
SRR5427727	21506536	SRX2717752	SRS2108605	Homo sapiens	PRJNA380283	ATAC-seq of Donor A34912 Corpus Callosum using the Omni-ATAC method	FALSE
SRR5427728	10865375	SRX2717753	SRS2108605	Homo sapiens	PRJNA380283	ATAC-seq of Donor A34912 Cerebellum using the Omni-ATAC method	FALSE
SRR5427729	15930134	SRX2717754	SRS2108605	Homo sapiens	PRJNA380283	ATAC-seq of Donor A34912 Cerebellum using the Omni-ATAC method	FALSE
SRR5427730	17301960	SRX2717755	SRS2108606	Homo sapiens	PRJNA380283	ATAC-seq of Donor A34808 Corpus Callosum using the Omni-ATAC method	FALSE
SRR5427731	18437238	SRX2717756	SRS2108606	Homo sapiens	PRJNA380283	ATAC-seq of Donor A34808 Cerebellum using the Omni-ATAC method	FALSE
SRR5427732	17464152	SRX2717757	SRS2108606	Homo sapiens	PRJNA380283	ATAC-seq of Donor A34808 Cerebellum using the Omni-ATAC method	FALSE
SRR5427733	13801641	SRX2717758	SRS2108605	Homo sapiens	PRJNA380283	ATAC-seq of Donor A34912 Medial Frontal Gyrus using the Omni-ATAC method	FALSE
SRR5427734	14059888	SRX2717759	SRS2108605	Homo sapiens	PRJNA380283	ATAC-seq of Donor A34912 Medial Frontal Gyrus using the Omni-ATAC method	FALSE
SRR5427735	15294027	SRX2717760	SRS2108605	Homo sapiens	PRJNA380283	ATAC-seq of Donor A34912 Medial Frontal Gyrus using the Omni-ATAC method	FALSE
SRR5427736	13466069	SRX2717761	SRS2108605	Homo sapiens	PRJNA380283	ATAC-seq of Donor A34912 Medial Frontal Gyrus using the Omni-ATAC method	FALSE
SRR5427737	11822021	SRX2717762	SRS2108605	Homo sapiens	PRJNA380283	ATAC-seq of Donor A34912 Hippocampus using the Omni-ATAC method	FALSE
